id,carat,cut,color,clarity,depth,table,x,y,z,price
29302,1.54,Ideal,G,SI2,61.6,56.0,7.38,7.43,4.56,7848
22260,0.72,Ideal,F,SI1,61.5,56.0,5.78,5.75,3.54,2745
16523,0.43,Very Good,I,VS2,61.9,54.0,4.87,4.89,3.02,716
4139,0.79,Ideal,D,SI1,61.8,56.0,5.92,5.94,3.67,3210
7679,1.16,Premium,G,VS1,62.5,59.0,6.68,6.71,4.19,7134
4730,0.3,Ideal,E,VVS1,62.0,56.0,4.28,4.31,2.66,865
8714,0.56,Ideal,D,VS2,61.6,56.0,5.3,5.28,3.26,1695
17279,0.3,Premium,E,SI1,60.1,59.0,4.34,4.32,2.6,675
20774,1.0,Premium,F,SI1,62.6,58.0,6.37,6.39,3.99,4412
10366,0.51,Ideal,G,SI1,61.7,54.0,5.13,5.18,3.18,1315
20696,0.35,Ideal,H,VVS1,61.5,55.0,4.54,4.57,2.81,798
4023,1.13,Ideal,G,SI1,61.4,56.0,6.75,6.71,4.13,6773
22513,0.9,Fair,G,SI1,65.3,58.0,6.02,5.97,3.95,3481
9354,0.31,Premium,D,VS2,61.8,59.0,4.35,4.32,2.68,942
1195,0.6,Ideal,F,SI1,61.9,56.0,5.37,5.4,3.34,2167
12246,1.14,Premium,F,SI2,62.2,59.0,6.68,6.73,4.17,4338
27934,0.42,Ideal,H,SI1,62.3,54.0,4.77,4.8,2.99,700
27113,1.52,Premium,G,VS1,61.9,59.0,7.39,7.31,4.57,14201
19026,1.23,Ideal,J,VS1,61.5,54.0,6.9,6.94,4.25,5181
22782,0.41,Ideal,D,VVS1,61.1,58.0,4.75,4.78,2.91,1376
9519,1.0,Ideal,F,SI1,63.0,56.0,6.42,6.36,4.02,5596
8616,1.09,Premium,H,SI1,60.5,59.0,6.66,6.61,4.02,4939
20504,0.3,Ideal,D,VS2,61.8,56.0,4.34,4.37,2.7,710
4040,1.01,Very Good,F,VS2,62.7,58.0,6.35,6.41,4.0,7423
2133,1.01,Good,E,SI2,62.5,62.0,6.33,6.38,3.98,4242
28293,0.71,Ideal,H,SI1,61.0,57.0,5.75,5.77,3.51,2313
27434,0.31,Ideal,D,SI1,62.0,54.0,4.35,4.39,2.71,731
21217,0.71,Ideal,G,VS1,61.1,56.0,5.79,5.82,3.54,3179
15188,0.71,Very Good,J,VS2,60.8,56.0,5.77,5.73,3.5,2138
17873,0.51,Premium,D,SI1,61.2,60.0,5.18,5.14,3.16,1641
10239,0.35,Ideal,D,VS2,61.2,56.0,4.56,4.52,2.78,958
15913,1.01,Very Good,E,SI2,63.1,56.0,6.4,6.42,4.04,3801
21777,0.9,Very Good,F,VS1,61.6,53.0,6.15,6.2,3.81,4440
10637,0.41,Very Good,E,SI2,62.1,57.0,4.68,4.74,2.93,683
28593,0.33,Ideal,G,VVS1,61.9,56.0,4.43,4.46,2.75,789
11473,0.53,Ideal,D,VS2,61.9,55.0,5.19,5.24,3.23,1873
25413,0.54,Ideal,E,VS2,61.1,56.0,5.27,5.3,3.23,1656
4297,0.7,Good,J,VS1,63.6,56.0,5.58,5.61,3.56,2052
10009,0.37,Premium,E,IF,59.5,58.0,4.68,4.64,2.78,1300
3730,0.57,Ideal,E,VS1,61.9,55.0,5.31,5.33,3.3,2133
17410,0.31,Very Good,G,IF,63.1,56.0,4.31,4.34,2.73,925
26795,0.4,Ideal,E,VS2,61.8,56.0,4.77,4.74,2.94,975
19817,1.01,Premium,H,SI2,59.8,58.0,6.51,6.47,3.87,3679
7578,0.31,Premium,I,SI1,62.2,59.0,4.29,4.32,2.68,408
28238,0.55,Very Good,E,VS2,61.7,56.0,5.28,5.3,3.26,1808
11987,0.51,Ideal,G,VS1,62.4,55.0,5.09,5.11,3.18,1660
20579,1.1,Ideal,F,VS1,60.2,57.0,6.71,6.74,4.05,8483
19936,0.4,Premium,E,SI1,59.5,59.0,4.81,4.85,2.88,780
27062,1.51,Premium,F,SI2,62.7,58.0,7.31,7.29,4.58,9330
25411,0.51,Ideal,D,SI1,62.0,55.0,5.12,5.14,3.18,1425
1085,0.7,Ideal,F,SI1,62.0,56.0,5.65,5.69,3.52,2512
29211,0.31,Ideal,F,VVS2,62.3,55.0,4.33,4.37,2.71,877
21250,0.7,Very Good,F,SI1,59.9,61.0,5.82,5.76,3.47,2334
6593,1.07,Ideal,E,VS1,61.4,57.0,6.55,6.6,4.04,10009
12590,0.32,Very Good,G,IF,60.4,57.0,4.42,4.45,2.69,862
16207,0.4,Good,D,SI1,63.7,57.0,4.69,4.63,2.97,851
19130,0.41,Ideal,F,VS1,61.8,56.0,4.74,4.77,2.94,1007
8744,0.41,Ideal,F,VVS1,62.4,54.0,4.77,4.8,2.98,1268
22368,0.7,Very Good,E,VS2,59.8,61.0,5.74,5.78,3.45,2945
1992,0.51,Very Good,E,VS1,62.3,56.0,5.08,5.13,3.18,1841
17956,0.5,Ideal,E,VS2,60.8,57.0,5.11,5.1,3.11,1615
26192,0.38,Ideal,G,VS1,62.3,55.1,4.65,4.62,2.89,998
10627,1.3,Premium,H,VS2,62.3,58.0,7.03,6.93,4.34,7244
14936,0.56,Ideal,H,VVS1,61.0,54.0,5.35,5.38,3.27,1709
25737,0.71,Ideal,D,VVS2,60.2,57.0,5.8,5.83,3.49,4135
21414,0.4,Ideal,J,VS1,60.9,56.0,4.81,4.84,2.93,713
25897,0.5,Ideal,G,VVS2,62.7,57.0,5.09,5.11,3.2,1838
9852,0.75,Very Good,F,SI2,62.9,59.0,5.78,5.74,3.62,2225
4694,0.7,Ideal,I,SI1,62.0,57.0,5.68,5.71,3.53,2141
12364,0.91,Ideal,H,SI1,62.1,54.0,6.24,6.23,3.87,3893
21599,0.51,Premium,F,SI1,59.0,59.0,5.18,5.21,3.06,1232
21376,1.02,Good,D,SI1,60.3,58.0,6.42,6.49,3.9,6272
121,0.41,Ideal,G,VVS2,61.5,55.0,4.8,4.82,2.96,1077
10783,1.23,Ideal,G,VS2,61.9,57.0,6.87,6.84,4.24,5995
17196,1.1,Premium,I,VS1,61.6,58.0,6.51,6.48,3.99,4764
14006,0.3,Very Good,F,IF,61.8,58.0,4.29,4.27,2.64,886
15706,1.01,Good,D,SI1,63.1,58.0,6.31,6.39,4.01,5526
24487,1.01,Very Good,H,SI2,63.5,57.0,6.34,6.28,4.0,3625
14537,0.4,Premium,F,VS1,62.9,59.0,4.72,4.7,2.96,964
19445,1.1,Premium,D,SI2,60.7,61.0,6.62,6.66,4.04,5986
24462,0.4,Ideal,E,SI1,62.1,57.0,4.75,4.72,2.94,945
13213,1.01,Premium,H,SI2,61.2,60.0,6.45,6.38,3.92,3977
13963,0.41,Ideal,E,SI2,61.2,57.0,4.77,4.82,2.93,804
7912,0.71,Ideal,F,VS1,62.0,56.0,5.73,5.76,3.56,2759
3085,0.4,Ideal,E,VVS2,61.5,57.0,4.75,4.73,2.91,1112
21428,1.51,Very Good,G,VS1,60.3,62.0,7.45,7.41,4.48,12716
8876,0.78,Ideal,F,SI1,61.1,56.0,5.95,5.98,3.64,2629
10235,0.33,Ideal,G,VVS2,62.3,56.0,4.41,4.42,2.75,965
10014,0.91,Very Good,E,SI1,62.5,60.0,6.2,6.25,3.89,4258
8235,1.26,Ideal,G,VVS2,62.5,55.0,6.9,6.96,4.33,9974
9414,1.14,Ideal,G,SI1,62.1,57.0,6.64,6.7,4.15,6156
23027,0.72,Very Good,H,VVS1,61.0,59.0,5.81,5.75,3.51,2938
2891,1.05,Premium,I,VS2,62.3,59.0,6.49,6.46,4.03,4724
17673,0.35,Ideal,D,VS2,61.3,56.0,4.54,4.58,2.8,829
16664,0.55,Premium,G,SI1,62.5,58.0,5.22,5.26,3.27,1395
23312,0.4,Ideal,E,VVS2,62.3,56.0,4.71,4.74,2.95,1082
2928,0.7,Ideal,F,SI1,61.6,57.0,5.72,5.75,3.53,2515
22006,0.23,Ideal,E,SI2,61.2,55.0,3.95,3.98,2.43,326
8168,0.73,Ideal,E,VVS1,62.1,57.0,5.79,5.77,3.59,3785
6766,0.42,Premium,G,VS2,62.0,59.0,4.76,4.8,2.97,921
18859,0.73,Ideal,D,VS2,62.1,57.0,5.74,5.77,3.57,3178
1873,1.1,Premium,H,SI1,62.5,58.0,6.56,6.52,4.09,5950
19326,1.5,Premium,G,SI2,62.1,57.0,7.29,7.22,4.5,8820
16147,1.5,Very Good,F,VS2,63.0,60.0,7.19,7.27,4.57,12681
15054,1.01,Very Good,H,SI1,63.2,58.0,6.41,6.37,4.04,5818
21697,0.33,Ideal,E,VS2,61.6,56.0,4.49,4.46,2.76,829
6193,0.3,Premium,H,VS2,62.4,58.0,4.29,4.27,2.67,630
9300,1.12,Ideal,G,SI1,62.1,56.0,6.69,6.67,4.15,5224
13685,0.9,Ideal,E,VVS2,62.4,56.0,6.23,6.19,3.87,7392
6561,0.51,Premium,I,VVS1,62.4,58.0,5.1,5.13,3.19,1369
29376,1.25,Ideal,H,SI1,59.7,55.0,7.05,7.07,4.21,6785
7757,1.53,Very Good,E,VS2,60.4,59.0,7.37,7.44,4.47,14245
18979,0.9,Premium,F,VS2,61.9,59.0,6.19,6.24,3.85,4062
23647,0.51,Ideal,E,SI1,61.3,56.0,5.11,5.13,3.15,1929
10436,0.51,Very Good,D,VS1,61.0,55.0,5.12,5.16,3.14,1934
17989,0.81,Very Good,F,VS1,62.1,55.0,5.96,5.99,3.71,3388
6530,1.02,Ideal,G,SI1,60.0,57.0,6.55,6.57,3.93,5135
10305,0.54,Ideal,E,SI1,62.2,57.0,5.21,5.24,3.25,1389
11815,0.32,Premium,G,VVS2,61.7,55.0,4.44,4.41,2.73,936
1280,2.21,Premium,I,VS1,59.6,58.0,8.54,8.41,5.04,18026
28586,0.92,Very Good,D,SI1,62.3,58.0,6.19,6.16,3.85,4196
306,0.51,Ideal,H,VS2,61.9,55.0,5.17,5.14,3.19,1356
25262,0.7,Good,F,VS1,59.4,60.0,5.72,5.75,3.4,2846
22468,0.59,Ideal,I,VVS1,61.9,54.1,5.36,5.39,3.33,1662
8025,1.11,Premium,F,SI1,62.0,58.0,6.62,6.69,4.12,6757
25419,0.41,Ideal,D,VS2,61.6,56.0,4.77,4.77,2.94,1007
14471,0.82,Ideal,F,SI1,62.1,56.0,5.97,6.01,3.72,3282
8945,0.5,Ideal,H,VS1,61.0,54.0,5.11,5.13,3.13,1370
20223,1.5,Fair,D,VS1,65.0,59.0,7.2,7.07,4.66,15081
13675,1.01,Good,G,VS2,63.1,59.0,6.38,6.34,4.01,5624
13179,1.03,Good,F,SI2,63.2,58.0,6.38,6.46,4.05,4386
13854,1.01,Good,E,SI2,63.7,60.0,6.29,6.22,3.99,4181
7267,0.28,Very Good,F,VVS2,61.7,56.0,4.19,4.23,2.61,633
29181,1.0,Good,H,SI1,63.8,59.0,6.31,6.31,4.02,4287
20702,0.54,Ideal,G,VVS2,61.6,56.0,5.25,5.28,3.24,1861
985,0.44,Premium,D,SI1,61.9,59.0,4.86,4.88,3.02,990
21134,0.3,Premium,G,VVS1,62.7,58.0,4.3,4.27,2.68,867
27363,1.03,Ideal,G,SI2,62.3,57.0,6.5,6.46,4.03,4422
1981,1.03,Ideal,H,SI2,62.3,56.0,6.42,6.46,4.01,3751
10313,1.18,Ideal,J,SI2,60.1,56.0,6.92,6.96,4.16,4348
3597,0.3,Very Good,H,VVS1,63.7,58.0,4.26,4.22,2.7,965
9485,1.51,Ideal,H,VS1,62.7,57.0,7.27,7.33,4.57,10761
22030,1.51,Ideal,J,VS2,62.4,54.0,7.31,7.37,4.58,8265
14954,1.74,Ideal,H,SI2,62.9,56.0,7.62,7.59,4.78,11968
16027,0.31,Premium,H,VS1,62.2,59.0,4.37,4.31,2.7,698
3595,0.46,Premium,G,SI1,62.8,59.0,4.93,4.89,3.09,855
11568,0.51,Ideal,E,SI1,62.0,56.0,5.16,5.13,3.18,1446
8840,1.01,Premium,H,SI1,62.0,60.0,6.41,6.39,3.97,4234
29555,0.72,Ideal,D,VS2,60.7,57.0,5.81,5.78,3.52,3504
12008,0.52,Ideal,I,SI1,61.9,56.0,5.14,5.17,3.19,1119
6349,0.59,Ideal,E,SI1,63.0,57.0,5.31,5.29,3.35,1764
13371,1.5,Very Good,D,SI2,63.1,56.0,7.27,7.22,4.57,8359
20358,0.46,Very Good,D,SI1,62.8,57.0,4.88,4.91,3.07,1054
24236,1.0,Very Good,F,SI1,63.1,57.0,6.34,6.39,4.02,5042
16351,0.9,Premium,G,SI1,61.9,62.0,6.18,6.12,3.81,3480
6258,0.32,Premium,E,SI1,61.5,58.0,4.41,4.43,2.72,524
8370,1.0,Very Good,E,SI2,61.8,59.0,6.33,6.4,3.93,4415
1630,1.05,Premium,G,VS2,62.8,58.0,6.49,6.46,4.06,5600
2534,1.11,Very Good,E,VS1,61.6,58.0,6.64,6.7,4.12,8991
21516,0.36,Ideal,G,VS2,61.9,55.0,4.58,4.62,2.84,688
14375,0.71,Ideal,F,SI1,61.2,56.0,5.75,5.83,3.54,2447
29795,0.3,Very Good,F,SI2,59.1,59.0,4.4,4.42,2.6,394
2052,0.71,Ideal,G,SI1,60.8,55.0,5.81,5.74,3.51,2421
26045,0.34,Premium,G,VS2,60.2,58.0,4.52,4.56,2.73,765
5686,0.53,Ideal,D,VS2,61.9,56.0,5.16,5.2,3.21,1844
7180,1.01,Ideal,H,VS2,61.5,57.0,6.42,6.45,3.96,5773
18726,0.57,Ideal,E,VS2,62.3,57.0,5.32,5.33,3.31,1727
23284,0.31,Ideal,F,VVS1,61.9,56.0,4.33,4.36,2.69,879
9473,0.41,Ideal,F,VVS2,62.1,56.0,4.75,4.77,2.96,1449
6319,0.35,Ideal,E,SI1,61.8,55.0,4.53,4.55,2.81,760
23140,0.34,Premium,H,VVS2,61.7,59.0,4.48,4.43,2.75,754
18405,0.32,Ideal,F,VVS2,61.2,54.0,4.42,4.45,2.71,800
29507,1.6,Premium,J,SI1,62.0,59.0,7.53,7.48,4.64,7625
23191,1.21,Premium,G,VS2,61.7,56.0,6.87,6.82,4.22,8401
21644,0.31,Ideal,E,SI1,62.6,57.0,4.3,4.31,2.7,493
22354,0.32,Premium,F,VS2,60.9,59.0,4.43,4.41,2.69,772
29821,1.0,Very Good,H,SI2,62.3,57.0,6.33,6.39,3.96,4406
5820,0.31,Ideal,H,IF,62.1,54.0,4.38,4.39,2.72,814
12255,1.0,Good,E,SI1,63.6,54.0,6.34,6.37,4.04,4838
6087,0.55,Very Good,F,VS2,62.9,57.0,5.19,5.21,3.27,1555
16901,1.11,Ideal,E,SI2,61.5,56.0,6.66,6.68,4.1,5094
4060,0.93,Very Good,H,SI2,62.7,58.0,6.21,6.25,3.9,3435
19069,0.33,Very Good,G,VVS2,61.7,59.0,4.45,4.48,2.75,798
28822,0.31,Ideal,D,SI1,61.9,57.0,4.34,4.28,2.67,732
22299,0.58,Ideal,G,VVS2,62.3,55.0,5.36,5.33,3.33,2069
27966,0.34,Premium,G,VS1,61.2,60.0,4.54,4.5,2.76,798
12002,0.34,Very Good,G,VVS2,62.9,56.0,4.43,4.46,2.8,995
22939,0.7,Premium,D,SI1,62.5,60.0,5.67,5.63,3.54,2822
11337,1.19,Premium,H,SI1,62.1,56.0,6.83,6.78,4.22,6471
12637,1.66,Premium,E,VS2,62.0,57.0,7.6,7.55,4.7,15579
26264,0.32,Ideal,H,SI1,61.8,57.0,4.38,4.37,2.7,576
10885,0.9,Very Good,I,VS2,61.7,63.0,6.2,6.17,3.81,3387
13442,2.02,Premium,D,SI2,62.2,59.0,7.98,8.06,4.99,12765
14628,0.51,Ideal,E,VS2,61.3,55.0,5.17,5.21,3.17,1581
19119,1.01,Premium,G,VS2,62.9,61.0,6.38,6.32,3.99,6355
23064,0.26,Very Good,F,VVS2,61.3,56.0,4.08,4.15,2.52,515
1985,1.2,Very Good,H,VS2,64.1,57.0,6.71,6.64,4.28,4724
10381,0.34,Ideal,F,VS2,62.3,57.0,4.46,4.43,2.77,880
10476,2.06,Very Good,H,SI1,60.6,61.0,8.18,8.22,4.97,16406
24291,1.03,Ideal,H,SI2,62.3,57.0,6.4,6.43,4.0,3892
26541,0.6,Ideal,G,VS1,61.3,56.0,5.43,5.4,3.32,2168
9293,1.2,Very Good,I,SI1,62.3,61.0,6.73,6.68,4.18,5390
2864,0.3,Premium,G,VS2,62.9,58.0,4.32,4.31,2.71,675
15487,1.08,Premium,G,VVS2,62.1,58.0,6.6,6.55,4.08,7742
10367,0.31,Ideal,D,SI2,62.7,57.0,4.34,4.31,2.71,593
604,1.24,Premium,D,SI2,61.0,60.0,6.95,6.88,4.22,5670
24670,0.51,Very Good,G,VS1,63.3,58.0,5.12,5.06,3.22,1662
17044,0.85,Very Good,E,SI2,62.5,59.0,6.0,6.02,3.76,3171
19040,1.11,Ideal,G,VS1,61.6,59.0,6.66,6.68,4.11,7492
21688,0.43,Ideal,D,VVS1,62.0,56.0,4.81,4.86,2.99,1580
10350,0.7,Very Good,H,VS1,61.3,60.0,5.66,5.73,3.49,2623
18829,0.52,Ideal,F,VVS2,62.5,56.0,5.15,5.18,3.23,2146
25564,0.55,Ideal,H,SI1,61.3,54.0,5.33,5.35,3.27,1128
14507,0.41,Ideal,F,VVS1,61.6,56.0,4.77,4.81,2.95,1376
22079,0.51,Ideal,E,VS2,61.8,56.0,5.12,5.15,3.17,1691
5274,0.7,Very Good,G,VVS2,63.3,57.0,5.63,5.59,3.55,2681
13422,1.64,Premium,D,SI1,62.2,57.0,7.61,7.49,4.7,12823
1175,1.2,Very Good,D,VS2,62.6,58.0,6.75,6.72,4.23,9139
18743,2.01,Ideal,H,SI1,59.3,60.0,8.28,8.34,4.93,17403
26966,0.34,Ideal,D,SI1,61.9,56.0,4.5,4.53,2.79,804
13455,1.09,Premium,E,SI1,61.3,59.0,6.63,6.58,4.05,5257
3230,1.24,Very Good,I,VVS2,61.7,56.0,6.88,6.91,4.26,8575
10384,0.31,Ideal,G,SI1,62.3,57.0,4.33,4.38,2.71,492
28074,0.41,Ideal,I,VS1,63.1,57.0,4.69,4.73,2.98,876
11103,0.32,Very Good,D,SI1,63.1,57.0,4.34,4.3,2.73,746
13728,0.73,Premium,E,SI2,59.9,60.0,5.89,5.85,3.51,2119
17415,2.13,Ideal,G,VS2,59.6,58.0,8.45,8.37,4.99,15393
9315,0.41,Ideal,I,VVS2,62.9,56.0,4.73,4.71,2.97,1061
4485,1.51,Ideal,E,SI2,62.1,57.0,7.35,7.29,4.55,10080
17591,0.33,Premium,G,VVS1,62.1,59.0,4.44,4.49,2.77,1040
8711,0.23,Ideal,G,SI1,62.0,55.0,3.95,3.98,2.45,367
25346,0.57,Premium,H,SI1,60.0,58.0,5.43,5.38,3.22,1694
20333,1.0,Fair,H,SI1,56.4,65.0,6.62,6.51,3.68,3920
9777,1.56,Ideal,H,I1,61.0,55.0,7.49,7.55,4.59,7079
1012,0.41,Ideal,G,VS2,61.0,56.0,4.79,4.82,2.93,1061
4042,1.01,Premium,H,SI1,62.1,58.0,6.38,6.43,3.97,5131
8034,1.6,Ideal,G,VVS2,61.4,56.0,7.62,7.49,4.65,15845
14555,0.39,Ideal,E,IF,62.3,54.0,4.67,4.71,2.91,1333
18701,0.31,Very Good,E,VS2,61.1,59.0,4.36,4.38,2.67,680
9079,1.5,Ideal,J,SI1,62.3,56.0,7.27,7.32,4.56,7244
24044,0.3,Premium,E,VVS2,60.2,60.0,4.33,4.3,2.6,1013
7115,0.32,Ideal,F,VVS2,61.7,54.0,4.38,4.4,2.71,800
26210,1.5,Ideal,F,SI1,62.2,56.0,7.33,7.35,4.57,11399
21240,1.03,Ideal,I,VS2,61.1,56.0,6.51,6.56,4.0,6060
28511,1.03,Premium,G,SI1,61.2,58.0,6.49,6.44,3.95,4513
25678,0.7,Very Good,F,SI1,61.8,61.0,5.67,5.69,3.51,2164
26991,0.41,Premium,E,SI2,62.8,58.0,4.75,4.7,2.97,830
2293,0.3,Very Good,H,VS2,62.6,56.0,4.27,4.32,2.69,491
9375,0.9,Good,E,VS2,61.7,56.0,6.1,6.17,3.78,4770
18991,0.51,Ideal,F,VS1,61.6,55.0,5.16,5.16,3.18,1810
8793,1.02,Premium,G,VS2,62.4,59.0,6.38,6.42,3.99,6389
4290,2.0,Ideal,D,SI2,61.3,57.0,8.08,8.05,4.97,16960
18722,1.54,Ideal,G,VS2,61.9,58.0,7.4,7.34,4.56,13027
17082,0.75,Ideal,H,VS1,62.2,53.0,5.85,5.87,3.64,2961
17371,0.31,Very Good,J,VS2,60.8,58.0,4.36,4.37,2.66,372
10480,0.71,Very Good,F,SI1,63.0,58.0,5.64,5.71,3.57,2383
12574,0.31,Premium,G,SI1,62.2,55.0,4.38,4.36,2.72,593
4449,1.52,Premium,H,SI2,62.3,59.0,7.29,7.35,4.56,7413
23521,0.3,Ideal,E,VVS2,61.5,56.0,4.32,4.34,2.66,954
5634,1.02,Ideal,E,SI2,61.1,57.0,6.5,6.54,3.99,4676
3672,1.31,Premium,H,VS2,60.9,58.0,7.07,7.11,4.32,8020
15739,1.52,Premium,E,VS2,59.8,58.0,7.52,7.46,4.48,14674
13527,0.3,Premium,H,VS1,61.6,60.0,4.29,4.32,2.65,630
11548,0.56,Ideal,E,SI1,61.9,56.0,5.28,5.31,3.28,1784
16,1.06,Premium,E,SI2,60.9,59.0,6.61,6.56,4.01,4399
16979,1.0,Very Good,H,VS1,59.1,63.0,6.54,6.48,3.84,4515
18330,1.01,Premium,G,VS2,60.9,62.0,6.47,6.38,3.89,5950
10430,0.41,Premium,G,VVS2,61.8,59.0,4.75,4.79,2.95,1007
2318,0.24,Very Good,D,VVS2,58.5,59.0,4.04,4.1,2.38,552
18014,1.07,Ideal,G,SI1,61.6,56.0,6.59,6.62,4.07,6225
5848,0.51,Ideal,G,SI1,62.6,56.0,5.1,5.13,3.2,1397
19641,1.63,Ideal,G,SI2,59.4,59.0,7.77,7.73,4.59,10268
23335,0.51,Ideal,E,VS2,62.6,57.0,5.08,5.13,3.2,1662
9744,0.65,Ideal,F,VVS1,61.8,57.0,5.55,5.58,3.44,3348
12768,1.19,Ideal,G,VS2,62.7,57.0,6.76,6.72,4.22,7741
12525,0.31,Ideal,H,VS2,61.4,57.0,4.37,4.4,2.68,527
21470,2.22,Premium,G,SI2,59.7,60.0,8.46,8.42,5.01,14402
2815,0.9,Ideal,E,SI1,62.6,56.0,6.14,6.19,3.86,4668
12953,0.71,Ideal,G,SI1,61.4,56.0,5.73,5.76,3.53,2479
9381,1.11,Ideal,G,SI2,61.8,56.0,6.69,6.63,4.11,5032
24712,0.6,Premium,G,VS2,61.2,58.0,5.52,5.39,3.33,1915
21793,0.4,Ideal,E,SI1,61.9,56.0,4.75,4.78,2.95,810
3205,0.32,Ideal,G,VS1,62.2,54.0,4.42,4.38,2.74,900
4158,1.04,Premium,G,SI1,62.2,58.0,6.49,6.45,4.03,4477
13919,1.5,Premium,I,SI1,62.4,60.0,7.36,7.31,4.58,8752
25432,0.71,Ideal,I,SI1,60.8,57.0,5.74,5.77,3.5,2376
25371,0.7,Premium,E,SI1,61.8,56.0,5.67,5.64,3.5,2381
2103,2.06,Premium,G,SI2,61.0,59.0,8.26,8.21,5.04,11976
28110,0.41,Very Good,D,SI2,63.2,57.0,4.72,4.68,2.97,830
21814,1.02,Premium,H,SI2,61.9,58.0,6.46,6.42,3.97,4242
25502,0.24,Very Good,F,VS1,62.0,59.0,3.96,3.99,2.45,473
16008,0.57,Ideal,F,VS1,61.5,56.0,5.34,5.36,3.29,1950
11845,1.04,Premium,E,VS2,61.8,57.0,6.57,6.53,4.04,6896
14898,0.92,Premium,E,SI1,62.8,59.0,6.22,6.19,3.88,4278
22280,0.67,Ideal,F,VS2,60.2,59.0,5.69,5.62,3.42,2512
16883,0.51,Ideal,G,VVS2,61.7,56.0,5.15,5.18,3.18,1884
20526,0.38,Ideal,E,VS1,61.6,56.0,4.64,4.67,2.87,1048
5868,1.06,Ideal,G,SI2,61.2,57.0,6.53,6.56,4.01,4990
14089,1.0,Premium,G,VS2,59.8,61.0,6.42,6.47,3.85,6108
1975,0.37,Good,F,SI1,62.4,59.0,4.56,4.59,2.86,616
23152,0.78,Very Good,G,SI2,61.6,56.0,5.89,5.92,3.64,2582
5627,1.21,Good,D,SI1,63.3,57.0,6.78,6.74,4.27,5443
16097,0.32,Ideal,D,SI2,61.9,57.0,4.44,4.4,2.74,447
3827,0.9,Very Good,F,SI2,62.8,57.0,6.15,6.19,3.87,3444
21892,0.7,Ideal,G,SI1,60.7,57.0,5.73,5.77,3.49,2515
29995,1.3,Very Good,G,VVS2,62.9,58.0,6.93,6.96,4.37,10406
9873,0.54,Ideal,G,VS2,61.6,57.0,5.23,5.25,3.23,1447
4990,0.41,Very Good,F,SI1,61.0,58.0,4.79,4.82,2.93,945
27238,0.5,Premium,F,SI1,62.2,56.0,5.09,5.11,3.17,1207
7250,1.53,Ideal,D,SI1,61.8,57.0,7.37,7.41,4.56,12823
2670,0.91,Good,H,VS1,63.5,56.0,6.14,6.19,3.91,4503
13886,0.53,Ideal,F,SI2,61.9,55.0,5.21,5.23,3.23,1180
2818,0.91,Premium,E,SI2,58.0,57.0,6.36,6.31,3.72,3839
11579,0.31,Ideal,H,VS1,62.5,54.0,4.33,4.37,2.72,720
11050,0.91,Good,E,SI1,63.6,58.0,6.18,6.12,3.91,4165
29614,0.7,Very Good,H,SI1,62.4,59.0,5.68,5.72,3.56,2028
11898,1.51,Premium,G,SI1,62.9,58.0,7.37,7.33,4.63,10680
494,0.3,Ideal,E,VVS1,62.5,57.0,4.3,4.28,2.68,844
28821,0.3,Ideal,F,VS2,62.1,56.0,4.33,4.31,2.68,776
29387,0.32,Premium,G,VS2,59.2,56.0,4.41,4.43,2.62,720
19574,1.09,Ideal,H,SI1,61.8,56.0,6.57,6.68,4.1,5698
1300,0.33,Ideal,G,IF,60.6,57.0,4.47,4.49,2.72,984
4421,1.5,Very Good,I,VS2,63.2,56.0,7.22,7.27,4.57,8644
25329,0.3,Ideal,E,VS2,62.2,56.0,4.32,4.3,2.68,844
27751,0.4,Ideal,E,IF,61.5,56.0,4.75,4.78,2.93,1439
28722,0.54,Ideal,F,VVS2,61.7,57.0,5.22,5.24,3.23,2163
10001,1.31,Very Good,H,VS2,61.8,58.0,7.0,6.98,4.32,7438
17657,0.56,Ideal,H,SI1,61.6,56.0,5.32,5.35,3.28,1323
12228,1.21,Premium,J,VS1,62.9,59.0,6.73,6.65,4.21,4793
1748,1.54,Premium,H,VS2,62.4,58.0,7.38,7.31,4.58,10316
24632,0.4,Premium,I,VS1,62.6,61.0,4.65,4.67,2.91,773
7384,1.5,Premium,G,VS2,62.3,58.0,7.27,7.3,4.53,13506
14323,0.3,Ideal,G,VVS1,61.8,54.0,4.34,4.36,2.69,789
12018,0.54,Very Good,G,VS2,62.9,57.0,5.16,5.19,3.25,1637
8865,1.53,Ideal,G,VS2,61.0,55.0,7.47,7.49,4.57,16942
5156,1.12,Ideal,E,SI2,60.9,57.0,6.66,6.73,4.08,5204
17261,1.08,Ideal,E,SI1,61.7,56.0,6.64,6.61,4.08,6814
18449,0.72,Premium,E,SI2,59.8,60.0,5.85,5.74,3.47,2335
25596,2.01,Very Good,J,VS1,60.6,58.0,8.16,8.21,4.96,14502
28108,0.5,Ideal,D,SI1,62.5,57.0,5.07,5.11,3.18,1380
2610,0.55,Very Good,F,VVS2,60.9,56.0,5.29,5.32,3.23,1902
13591,0.41,Ideal,G,VVS2,61.9,55.0,4.75,4.79,2.95,921
22250,0.54,Ideal,G,SI2,61.3,57.0,5.24,5.21,3.21,1103
7025,1.51,Very Good,I,SI1,63.2,56.0,7.26,7.3,4.59,8288
22562,0.3,Ideal,D,SI1,61.4,57.0,4.26,4.3,2.63,552
